uri,labels,speechiness,duration (ms)
spotify:track:2pAP7p17mLPaMiFSSHDMrp,1,0.0908,190132.0
spotify:track:4DEHUCXHYieLaia73SUKRZ,1,0.0508,191953.0
spotify:track:5nawVrW5zxK6pGlUoOPObx,1,0.104,185455.0
spotify:track:5oP0gS4trmvdeBtqJRX4YL,1,0.0441,164885.0
spotify:track:7cPZ6PFtF9Qfw8ffU7Gi5l,1,0.0632,161739.0
spotify:track:7uCM5qK3vGWv7lvha30g6f,2,0.0502,238095.0
spotify:track:2MWhCP49N49sLBBqUjoIGC,1,0.0551,162500.0
spotify:track:7MTGDZ6ThTIiauc2q4JbDl,1,0.0433,150000.0
spotify:track:76lMMXzuFAaMEuLQ6oOZAT,1,0.0414,274248.0
spotify:track:0evhksSvteeppL0Xd7dl5R,1,0.0787,189000.0
spotify:track:6otj1OBVSGCO058VFFMFzf,1,0.0579,219487.0
spotify:track:2VdzADGdeTlyqFBeSIFDKt,1,0.0541,200462.0
spotify:track:3X5wgy8fKQsfL42oboVLf9,1,0.125,147000.0
spotify:track:4kUdAv31TI4kE4jdxccCAo,1,0.0532,197387.0
spotify:track:65RJHVcaIYpDDRbOPXEKmH,1,0.0365,169933.0
spotify:track:2qOu9YyTSleMVEHWHrEfdB,1,0.0484,156500.0
spotify:track:2Oc16kq0aAh9rw7Es1ZkeF,1,0.17,183093.0
spotify:track:4TYpkBucQS9eUo5vLq8BVc,1,0.0786,165508.0
spotify:track:4BjoJuU6zfDQaQcHUoaP7T,1,0.0738,212000.0
spotify:track:0KJH1sK853Eo1uuZV4H5Bb,1,0.143,236764.0
spotify:track:2WEAKylXBPr9PJNANBSTDG,1,0.0458,226143.0
spotify:track:2dwW50DVv7TJm68OnjxK1Z,0,0.0661,207429.0
spotify:track:5JNoY52T9wcVYCxuCy9XwU,1,0.051,185250.0
spotify:track:4r4vgVPbKy4mLP0znXN8yA,0,0.047,225190.0
spotify:track:39MUT5ViBtXJ1Y04qZhVyd,1,0.0452,231579.0
spotify:track:6Qzocyx8YIExWGSpoggwQ7,1,0.145,131345.0
spotify:track:47xKMQCtAn2C4hL9h5EvQy,1,0.0446,235333.0
spotify:track:65yrKuYdBYsMA1ItIngmjc,2,0.052,192066.0
spotify:track:20M00steJbkD9bCIUCuHPI,1,0.0474,186276.0
spotify:track:7fKF8XH5PkhbRcYC6h3AEL,1,0.233,176446.0
spotify:track:7i5OGr4JDrQeaz6hc8B9Fz,0,0.104,169418.0
spotify:track:2uAMEyBwqLW7M6HIq87Ggp,1,0.084,213500.0
spotify:track:6EqcBifL5F3AFgiPdL6tez,1,0.13,140246.0
spotify:track:2gWgSxQfgnmuJ2URsaQh4Z,1,0.14,141920.0
spotify:track:44ESvGuO5spXkHDUNQcHyu,1,0.0899,170621.0
spotify:track:161STYXzOpKwC0lA1IWE3V,0,0.343,229288.0
spotify:track:4uZZuRUw44tqvu8pRZ821m,0,0.038,174399.0
spotify:track:2kpYmouxBmxsj0Y6ko3o8p,1,0.0608,208867.0
spotify:track:03jS8rcaByXyfSFmSLhkN6,1,0.194,192000.0
spotify:track:0owmJNkGcGNq4hb6qt3ufd,1,0.0336,199413.0
spotify:track:4zvvvHm0b5CBl37tocxm7n,0,0.0287,257347.0
spotify:track:2vnM1GudpO5GH1oOg0qgxr,0,0.0739,205827.0
spotify:track:5NxC33tgrysAEqc62yukdT,1,0.0372,191360.0
spotify:track:21lfQ6cXJF15ubyPLB6qHz,1,0.034,248438.0
spotify:track:63OB8oKmBUUYiRtrRtFCvX,1,0.0474,213787.0
spotify:track:3HFhoym0OFKcbxycJRk8l4,0,0.0424,285325.0
spotify:track:7E0KeThXw5zvgEew2u94cK,0,0.0538,188729.0
spotify:track:2bYs90TWLCJqEL0d8BKnBX,0,0.0629,261120.0
spotify:track:0q0Xe6cZaw6OlMSAnofkkF,0,0.028,206206.0
spotify:track:0DMmy25j0xgmVDdtC3NlxZ,0,0.0345,252000.0
spotify:track:19UL46uUpaUT70rK96L1HV,0,0.0638,179618.0
spotify:track:7sUDunSJDK8HnFPJOCtPef,1,0.219,186462.0
spotify:track:6EfZCB2wudriyD1vDjuAZ9,0,0.0656,175440.0
spotify:track:5jZnnHPY4HqDAMkqi9WMSM,0,0.16,161205.0
spotify:track:6gYzY4CIR667rZxQ6bfYTz,1,0.0642,307453.0
spotify:track:6Zbv79YWB0iZSXwIwEsIOP,2,0.15,179467.0
spotify:track:2EUZNYMKZqKM4uefDslt64,0,0.0325,176720.0
spotify:track:2ptbBxMTCbFBefVMXwrdSC,1,0.191,143500.0
spotify:track:19YOJKCVvOL7v6B2Oe3UBc,1,0.122,142830.0
spotify:track:6fd6FyyzvWF2W1Z9Qiu19N,0,0.033,146712.0
spotify:track:0p7LqvPd3sMXbgHLcvFXbw,0,0.03,209069.0
spotify:track:50wWwv1MfzZubSqVn7B0qP,0,0.0597,182786.0
spotify:track:577CraoTrBPJaCM3RW6ekL,2,0.496,217542.0
spotify:track:56IMj6egGI1n9nvDcfhJRm,1,0.0276,214350.0
spotify:track:6YxJ2V3j7OZnX7dIhdR8Ch,0,0.0305,291296.0
spotify:track:7g3MdW9vvunaniaNq4C8Fe,1,0.0337,227910.0
spotify:track:7zaqxj3IrAJn9giuUIrAVx,0,0.126,328830.0
spotify:track:1B2156X1TLuhzMcpaDt8f5,0,0.0464,127109.0
spotify:track:4ZZsSnVQXTMfYB2unKx7me,1,0.0327,219510.0
spotify:track:5NffPhg2C8T8GM8WTMvADQ,0,0.0481,276813.0
spotify:track:2bhlTBYNbS2vkHkI5pHfjC,0,0.0524,298271.0
spotify:track:7as2gptTJIvyyrjl9zCS4E,0,0.0366,281729.0
spotify:track:1cLFA1yzqcNZhvc7qe3baz,0,0.0495,203064.0
spotify:track:3XiK2ezZhmwcUk0blpwzuC,0,0.136,215987.0
spotify:track:0I1TG3dPvx9AyZhjevNAR3,0,0.026,187005.0
spotify:track:2b7TgwQYBYxRQJJpNTivdK,0,0.0519,453133.0
spotify:track:0dC398mtRHnfNavtQIExLe,1,0.0352,163636.0
spotify:track:3FFYH9A5rLqohxQhNW4Qka,1,0.126,78426.0
spotify:track:1ehzWR9ScnFF1PsCPiCubN,1,0.0588,191472.0
spotify:track:7J56rJncvP2SUnTV8phOPX,1,0.0634,264933.0
spotify:track:0m6yYTPbzN2DSlC8mbL1eW,1,0.0444,214877.0
spotify:track:27REiFCwXvpQ5LqkQpHc3V,1,0.0864,193732.0
spotify:track:2C1OU4tDuqj0sMQoQOLyl2,1,0.0283,203655.0
spotify:track:3FzNLN1JE5So19fiE7GM60,0,0.0715,190189.0
spotify:track:6KOuMCwNRzp7Z5uwl0DI2w,0,0.0622,157174.0
spotify:track:3198LMj0bpnXj8Mb1GLo3u,0,0.0762,187709.0
spotify:track:7LNm1oWd6PniO9wRYpNY5o,0,0.0328,290132.0
spotify:track:5Fo6raKxBGpScXX0Twf82e,0,0.0268,271487.0
spotify:track:4eaSY3ucamesaARYBsLfz2,0,0.126,199765.0
spotify:track:55yU2X0SZI3KFEz7B4YsMd,0,0.0331,171714.0
spotify:track:0UD6mo4q4YiH5GnSfvNNP5,2,0.0659,193720.0
spotify:track:3ZuCT3RWkGCu5DyIYG6u1D,0,0.0349,132665.0
spotify:track:33hmyGPwphs8HxuTDD6Lp3,0,0.0345,210618.0
spotify:track:4Dv0LIwnRPMPCgKJEwEG3c,0,0.09,238000.0
spotify:track:2d6GD9DG14pRlsDqkMW1Ef,0,0.0453,140485.0
spotify:track:7AHhmlNBa9JZ7y9XgPrt6t,1,0.0633,289587.0
spotify:track:0JdZvAZQqJnKd7RrMTjT2N,1,0.136,204493.0
spotify:track:1bGUn42Bk54eM3dbV2ZVzM,1,0.0336,198231.0
spotify:track:08mpiFeuRWQeJsswcdSTDl,1,0.0393,92141.0
spotify:track:7qMOmh4DsbzaA3ccVvHxZo,1,0.0425,147960.0
spotify:track:6XfjfDpIUWI0sE0WBBnQfD,1,0.0643,208747.0
spotify:track:0VmREvheUiN0xgM5fJYQqp,1,0.0594,213573.0
spotify:track:1UD133Z9RgPxQWL9gYJuVe,1,0.115,236000.0
spotify:track:5qHL0c2F0dJ7YWGiCHQsB4,1,0.0443,168187.0
spotify:track:5RlQvdqK4seCGFn3c0v9Qn,0,0.0808,129287.0
spotify:track:3VhBPtQ81n2AHO5jrmGnuC,0,0.0971,205466.0
spotify:track:7n45fP0NPCf15AR76SN9jE,0,0.0337,329158.0
spotify:track:62XndrFQT3knflRqlqHTrP,1,0.0357,166875.0
spotify:track:0oQl5UY0eQja18N1poVJLE,1,0.0318,153088.0
spotify:track:7Ichlrj4l5uV549sD6I4tN,1,0.0836,173600.0
spotify:track:58Bb5UzlthEqCwsbo8Jgi1,1,0.0257,270038.0
spotify:track:6lCBA067br0pHhj6gPMQff,0,0.0286,206699.0
spotify:track:70DD1OfiGpLbkltAkPPp6j,0,0.106,194604.0
spotify:track:4xkOaSrkexMciUUogZKVTS,2,0.186,297787.0
spotify:track:4uX7M3U4I1nsZ7SFM4XNCn,1,0.129,296133.0
spotify:track:6KigD0mlF4VGDYiSEzAyYw,2,0.261,200571.0
spotify:track:2fWSwWmKRuyioqIzOzuQGo,2,0.218,279373.0
spotify:track:2UREu1Y8CO4jXkbvqAtP7g,2,0.0741,178013.0
spotify:track:4CbKVDZkYKdv69I4bCaKUq,2,0.0995,186813.0
spotify:track:7Gr8gb3hqKr4zEbFlrVYPQ,1,0.141,180506.0
spotify:track:7poA10I15kvSUH6m44fQkS,2,0.237,288000.0
spotify:track:1fLibtVj3MrNTwRZq5yUOs,1,0.172,222200.0
spotify:track:07BuyVse8pYAWd9DXD7B2D,2,0.0891,235240.0
spotify:track:5JBH2osD5Y5AneMKPOfY1s,2,0.0535,205680.0
spotify:track:4ePKbzLwkIBslceokt2iXZ,2,0.264,248880.0
spotify:track:5WeiB5JDBy6T5QQxtj09zb,1,0.0467,247013.0
spotify:track:1IYaMVfidzSfvCUZYXhsU1,2,0.0395,253400.0
spotify:track:40rvBMQizxkIqnjPdEWY1v,1,0.0553,279213.0
spotify:track:19xSVTy7c5jBGmHHgVXNbg,2,0.204,193080.0
spotify:track:01YIoxhuISTSBh8cOvhIbG,2,0.142,120293.0
spotify:track:2qzl10bAolDzYE505AWfIV,1,0.131,210104.0
spotify:track:60a0Rd6pjrkxjPbaKzXjfq,2,0.0584,216880.0
spotify:track:57BrRMwf9LrcmuOsyGilwr,1,0.0337,208960.0
spotify:track:2nLtzopw4rPReszdYBJU6h,2,0.0381,185587.0
spotify:track:34NdoGtFuJyBIrKsy0rQKm,2,0.0325,188839.0
spotify:track:7uWVXAs3m8C1j3MnhIwwcu,2,0.134,240000.0
spotify:track:59WN2psjkt1tyaxjspN8fp,2,0.304,313573.0
spotify:track:0tZ3mElWcr74OOhKEiNz1x,2,0.184,229467.0
spotify:track:5YBVDvTSSSiqv7KZDeUlXA,2,0.0577,274160.0
spotify:track:5z6xHjCZr7a7AIcy8sPBKy,2,0.0582,209267.0
spotify:track:2aIB1CdRRG7YLBu9hNw9nR,2,0.0557,218827.0
spotify:track:3D0bXrSv7O73vOaGOG8J9c,0,0.0379,293293.0
spotify:track:3dPQuX8Gs42Y7b454ybpMR,1,0.0683,232107.0
spotify:track:5EWPGh7jbTNO2wakv8LjUI,1,0.0577,547107.0
spotify:track:7ACxUo21jtTHzy7ZEV56vU,2,0.107,293183.0
spotify:track:5MxNLUsfh7uzROypsoO5qe,0,0.029,266960.0
spotify:track:0LAcM6I7ijW4VVW0aytl1t,0,0.0619,446146.0
spotify:track:4JjUwfp8GQ3PxWg2QPKnpn,0,0.0479,178026.0
spotify:track:0HVQuuXGAcQ2P5mBN521ae,0,0.0591,474400.0
spotify:track:3IOQZRcEkplCXg6LofKqE9,2,0.084,355304.0
spotify:track:70Z9t1qhytWtG4cCmmi7mU,2,0.0738,179760.0
spotify:track:5Z8EDau8uNcP1E8JvmfkZe,2,0.0461,210107.0
spotify:track:4BP3uh0hFLFRb5cjsgLqDh,1,0.0374,140773.0
spotify:track:18lR4BzEs7e3qzc0KVkTpU,1,0.0324,205613.0
spotify:track:5W8YXBz9MTIDyrpYaCg2Ky,2,0.0603,199907.0
spotify:track:7LDTB4kVmrLCU5TqKjZnzm,2,0.0554,284693.0
spotify:track:0F5qpNAXWKyvyrHbpn168z,1,0.0816,216760.0
spotify:track:1wsRitfRRtWyEapl0q22o8,2,0.188,206200.0
spotify:track:7lmeHLHBe4nmXzuXc0HDjk,2,0.0727,210133.0
spotify:track:0Puj4YlTm6xNzDDADXHMI9,2,0.102,178440.0
spotify:track:5qxChyzKLEyoPJ5qGrdurN,1,0.128,246933.0
spotify:track:0M955bMOoilikPXwKLYpoi,2,0.0421,231480.0
spotify:track:0MsrWnxQZxPAcov7c74sSo,2,0.0362,493400.0
spotify:track:28IEbk5a7twNTbUEvWslUb,2,0.0456,208107.0
spotify:track:6rrKbzJGGDlSZgLphopS49,2,0.0467,192107.0
spotify:track:0faXHILILebCGnJBPU6KJJ,2,0.0644,200547.0
spotify:track:2TNPagu8Z4zvDOpmnktF00,2,0.049,204827.0
spotify:track:0nkzd3yNniB767zSDDdLZ3,2,0.0593,209493.0
spotify:track:7kNlRLC9PEH8nXMVawssMx,2,0.19,265907.0
spotify:track:0Hxty2K8F2DrrCXQyQVpBo,2,0.0442,163667.0
spotify:track:7CpbhqKUedOIrcvc94p60Y,2,0.0708,201960.0
spotify:track:0n0TbMUY2xrZlvd5J6XsqO,1,0.324,169741.0
spotify:track:4iWtgp8w0viF1gCf7DfbJ4,0,0.0443,252709.0
spotify:track:7ueP5u2qkdZbIPN2YA6LR0,0,0.0558,259093.0
spotify:track:0EYKD5N0mldDeVTCzCfzqr,1,0.0416,224526.0
spotify:track:4iyoHJe8kA4ZmDhHxwVdz7,2,0.0575,281197.0
spotify:track:4e5lEqydMatcEio6ef9Dpf,1,0.0466,282547.0
spotify:track:0EYOdF5FCkgOJJla8DI2Md,2,0.14,255467.0
spotify:track:6Nm8h73ycDG2saCnZV8poF,2,0.0531,222827.0
spotify:track:3IV4swNduIRunHREK80owz,2,0.171,213760.0
spotify:track:2yXyz4NLTZx9CLdXfLTp5E,2,0.0653,216733.0
spotify:track:2UDumaw7osnyjH7RZ2DLpB,2,0.0668,200147.0
spotify:track:4Mn7drEA6tGUvWsdcpBIlY,1,0.14,248268.0
spotify:track:5OZcLsMYQIQ7OjMk8TsYw4,1,0.245,228000.0
spotify:track:01Xfeg06te1APKvbnRQ8w1,2,0.108,174354.0
spotify:track:2YXrYFN4le88OlsQYb9FcD,1,0.109,277922.0
spotify:track:24mf5NTXbNe1de7w6rjaEn,1,0.0332,209277.0
spotify:track:1PPFlpZZXfGCDANeUaoZYe,2,0.182,228200.0
spotify:track:0JVmoZoyKcJqweLXlDhheD,2,0.0778,201746.0
spotify:track:1gG6BwZRYsDLeGPgUIj8DJ,0,0.0293,224017.0
spotify:track:4aPltIjGkJx26Y9cBHu14U,2,0.0443,252533.0
spotify:track:2Hf5MJo5GjGwUIySaUxiLJ,3,0.0308,311775.0
spotify:track:3c99ec9qrMURGDDzuV1nae,2,0.0582,393013.0
spotify:track:51WjyH4wscCfhwIkKEovYP,0,0.037,195360.0
spotify:track:3xwmcsbtCzlhrsxbFD4lH6,0,0.0401,265573.0
spotify:track:21Bvy2KqGLO0f3QVgvruru,2,0.0493,254600.0
spotify:track:55JTlu8Uzc3v0hi2iqThiu,0,0.0306,430300.0
spotify:track:7tajvm3L4vnNsOyMBf3yq3,0,0.0354,89732.0
spotify:track:1ygjvLVwydBF164HQsv2QD,0,0.0357,137915.0
spotify:track:5LlqVViilxn216dQzcFyvy,0,0.0379,345027.0
spotify:track:6mY1FBPn3bpZyZ7W9liTST,2,0.0376,198560.0
spotify:track:3uVQmx8b7rco0qaz1VzzFC,3,0.0555,201013.0
spotify:track:34syemZzqKlfQQyCs7jmwn,1,0.0398,211960.0
spotify:track:4V2hBSWObRlgPyJRlDNOSy,0,0.0367,488695.0
spotify:track:02sRIOljLSa3Xh1trNSRst,0,0.0353,214882.0
spotify:track:6zGTn5LB5Y0F5Np2sCOr4K,3,0.0687,351342.0
spotify:track:6KGGNUFO5XFdf2c6o1DOyu,0,0.0469,310893.0
spotify:track:1m3vh4gGdVE2W57KRCwbzP,2,0.0656,130853.0
spotify:track:3Pyb7rYWBsRL24vmdlzlxk,2,0.118,186613.0
spotify:track:5NPahxs51jtI5HkyfJyiOK,3,0.0905,108880.0
spotify:track:6Mel3cdPwlBA9x7vhJZmAX,3,0.0538,189187.0
spotify:track:58UCZDWP2SQQJs3mwAQaVI,3,0.0651,93947.0
spotify:track:2q9H21Dwn3VbI6Z6mcKvwp,1,0.0406,130413.0
spotify:track:4f2c24uu883cWzsnEnJ1NC,1,0.0465,162980.0
spotify:track:4Vy8J8AAM5vzhCQnsxIqjg,0,0.0282,271467.0
spotify:track:238Owc9WvZ4HsUD57bcq8o,3,0.0348,209467.0
spotify:track:0m04YC2z66cggr4VvZBUMS,2,0.053,201680.0
spotify:track:5WtoiziTiOpTgQTQRpbXCa,2,0.0403,170402.0
spotify:track:6QXP9viX9hloVeCEjNEOZP,0,0.0498,342600.0
spotify:track:2SC4QXr1YtOZmrUOb5Ieqj,0,0.0491,389520.0
spotify:track:7xLWauhsXXhY9t3HI9XKs7,0,0.038,44493.0
spotify:track:2tmBbgicknj0JbvyeB2r2w,2,0.0633,220920.0
spotify:track:2PSnKI06MHwx3GTnVZhzP3,1,0.0604,67350.0
spotify:track:4Jk6clW2UYpdJnwNYygcVd,1,0.0508,138371.0
spotify:track:6yZJigvD7SCYOp7tL8AtuB,0,0.0373,111167.0
spotify:track:7pSR3WxvDO5oFyigenXVpo,3,0.0412,256293.0
spotify:track:20Dk7tNhsuBvTTMyCVnc4h,1,0.0403,151021.0
spotify:track:5hYwMA4OaxyFQf74kYEIQC,3,0.0374,192280.0
spotify:track:0w6HOwNBacg8y9HJxXRHGP,3,0.0452,107189.0
spotify:track:6ft5XTTQWUqNag2gKxmxDp,3,0.0395,190680.0
spotify:track:4mpjUQglXSZCSyZJdNh8t4,0,0.0309,185040.0
spotify:track:3SpPju1yeNlNfF2MBanICD,3,0.0466,113905.0
spotify:track:77vkOcahVHbBpF4tdjerSW,0,0.0478,110055.0
spotify:track:4wZ58kvGkLwiDMe0M4wWDp,0,0.0445,590500.0
spotify:track:5IXou2QzPzsq2nMlnpy6er,2,0.0454,216000.0
spotify:track:37XJLOyxY1cMl6lHGcSdZT,2,0.0417,124549.0
spotify:track:5XkXPx8sNY9dB7Zd8S0Xvg,1,0.142,268333.0
spotify:track:7svo4pomtsBVUhEIPlgWKE,0,0.0566,433888.0
spotify:track:5gLHLwbXrTJN7tS06KliO5,3,0.0669,415798.0
spotify:track:4diKCx2EUg4CGvDTyCan5H,1,0.0463,169784.0
spotify:track:5TjKVg63SZDjGq5EQKXEVx,1,0.0437,97000.0
spotify:track:3cKzY51GRiJngSVOnOfjgl,3,0.0391,270796.0
spotify:track:0N3HxBdcDAEErIBm6aGZI9,1,0.0308,125851.0
spotify:track:0x6SzXJUehfFwGpq0vRuaD,1,0.0463,189000.0
spotify:track:0U3y290xQ5YYoPShaeUrKI,0,0.0327,229067.0
spotify:track:31hH03GKBM095Nqroy5FPN,3,0.0396,207747.0
spotify:track:5gB0Qfsb4FTUIniV7t1nUE,2,0.0626,267613.0
spotify:track:6MZhTij0FfZqcJM156NWtA,0,0.0392,188200.0
spotify:track:4emMYOnNkxIKekiGmmcOuT,2,0.0745,400640.0
spotify:track:0zuN9baSh70E6CYiYq0Iyu,2,0.137,152347.0
spotify:track:2gaZJDgE71VL9PzzUUlpMg,0,0.0539,235636.0
spotify:track:1LpaVslGuDB3f8CVbNswV6,3,0.0615,223227.0
spotify:track:2rp1CEriEz2h0D4nENJsSZ,3,0.041,127507.0
spotify:track:1O4xbzd2CXkxszAeAfcb0P,0,0.075,169053.0
spotify:track:540sjAdyxpNVwZLYA1UMo9,1,0.045,127800.0
spotify:track:4z62MPlC7ipIQQtzikFMT3,1,0.0786,241973.0
spotify:track:0ZfVReYURH6iUlgwFut3mq,0,0.0364,232598.0
spotify:track:2qmnfK4CtJFtQmsiYuPSzV,0,0.031,801885.0
spotify:track:31zb7ytdo8OPnAoJgt0avo,2,0.12,417000.0
spotify:track:4fMue7fEG43HziE7wHQV8w,2,0.0564,390240.0
spotify:track:6K7cc0t43fFlWSOGxJrtDz,3,0.0393,357286.0
spotify:track:6CqChPOVNsV2URZwonKM2a,3,0.0325,369667.0
spotify:track:14fRHZV8ZdssAl6AQTf0Bh,2,0.0389,149653.0
spotify:track:5UBXF0R8923PPNMupjmJUz,3,0.0542,299882.0
spotify:track:74z2REyG0VKADIwpxicNHB,1,0.0447,215970.0
spotify:track:7b1m8chT0FFlokVcUtRqif,3,0.0307,140724.0
spotify:track:1xc5gKFxeeELMJJLoAzTpG,0,0.0403,206267.0
spotify:track:1iHajyLGW5ZWx286dy9Lqx,2,0.0568,619067.0
spotify:track:2UKgx2oba7CltHLACr3xdT,1,0.0569,70771.0
spotify:track:3RQMR86EvI98vIY1Xp4GnI,2,0.114,404748.0
spotify:track:0OqlPYYRGkhQxirzXaKovj,2,0.317,293800.0
spotify:track:6PsOQ4cD63hlhvY2VJJt7R,2,0.0537,263693.0
spotify:track:57ZqyqtV9tB0Zw0RpLZTOj,2,0.0567,179893.0
spotify:track:43SHYfEdVPCIag9L3xtUVm,1,0.0516,173920.0
spotify:track:4M0zWzaEuLumSO3sjt7g9u,2,0.108,604067.0
spotify:track:6WfTIgY05BkIXwo4EYivLY,2,0.0589,176200.0
spotify:track:5xjeEiMrFzQ6HTXOTFuRA7,1,0.0688,113707.0
spotify:track:5zi3TS63KEyeDvWKo96Owy,1,0.0463,233613.0
spotify:track:5ZKyj00XSlmEoKnDGH4JZa,1,0.233,144980.0
spotify:track:4h3KlpOEXS6FxIpab6EKlf,1,0.0422,140160.0
spotify:track:1hzH0NQm9erD5oVP6Ky0fx,2,0.105,129149.0
spotify:track:0PGAJ37n4O2AslZosr1YGx,1,0.094,84138.0
spotify:track:17zEBtrjKKa2hwk9CxWIkX,1,0.159,155055.0
spotify:track:658QJ4p8WcbT3O7iWLpO1D,2,0.227,99748.0
spotify:track:5wS1etDeu0sjCXg1NsuvlG,1,0.0723,140487.0
spotify:track:3CLSHJv5aUROAN2vfOyCOh,1,0.0573,132346.0
spotify:track:5mnpMkzp3Z2RCCbwIEZCbv,1,0.346,141343.0
spotify:track:68DvHtP1MvZ1tKQpzaVWmk,1,0.0392,138240.0
spotify:track:6hRvewF5MRAsqqxnNs3z2b,1,0.043,91820.0
spotify:track:3s84oBK0rSjmuqLWonFLUn,1,0.0517,100608.0
spotify:track:0SzDVyiiUDpuhzrphnoejr,2,0.0565,135827.0
spotify:track:6J9UUQSQ9Vm9fh6vZgLlzu,2,0.282,99808.0
spotify:track:2VOfLVDbL5ZAxJhFaFNolo,2,0.0589,92005.0
spotify:track:4vpK0dQ7z6ttBGAGcjteLe,0,0.0296,175450.0
spotify:track:4mR9wCfn4yb8t7O5LlnMtv,1,0.062,155951.0
spotify:track:6MwjuU4eG0nStUUnlGwhCr,2,0.0717,302024.0
spotify:track:1lethytswFEKkvfNIjdCC1,2,0.0682,139652.0
spotify:track:7H3bV5VsjmGfXdZHRqxH89,1,0.254,112640.0
spotify:track:0BV0AYGLVlu2SdjN3J9twp,1,0.256,151625.0
spotify:track:5V5BHmvpylV0nSc2Yu2Mu4,2,0.284,174250.0
spotify:track:77VHb191LLkpsYJTS2cgEc,1,0.139,126062.0
spotify:track:3HsFSrIsbO54TFDfG66pZm,1,0.0512,125812.0
spotify:track:6nqdgUTiWt4JbABDurkxMI,0,0.0318,171385.0
spotify:track:2Vc6NJ9PW9gD9q343XFRKx,2,0.42,124539.0
spotify:track:4YBR9F76hT40fVDfzrcOth,1,0.0945,130915.0
spotify:track:5soMJpcVhSrGrB4prvPL6P,2,0.0737,257735.0
spotify:track:3BcEpBfEx2mOyCSJWIHSvu,2,0.0577,272000.0
spotify:track:0xIQeA41E6VRrwAsIX6jar,0,0.0532,397500.0
spotify:track:7C6OeOzOEA0jW8E6uuVgqs,2,0.68,124768.0
spotify:track:3nfj9Fdbl30TvcZE9sU0Vx,2,0.101,207936.0
spotify:track:4DgGCK4Ij6cu7UxGxZ5YRv,1,0.173,104047.0
spotify:track:6E1YebXpPPtujMUljDNlOo,1,0.0763,192000.0
spotify:track:403EjoWwYSX37paKSySxs1,1,0.238,240000.0
spotify:track:4pT7205fRZ628PNZDf0OCt,2,0.208,186719.0
spotify:track:0gzcUqFgJrqyfXdkF8xkhk,3,0.0288,214894.0
spotify:track:6rcPli6EWYjBWOLcURmAMd,3,0.134,124500.0
spotify:track:0dUtSKRijru3o7cMH8QipN,1,0.0587,115853.0
spotify:track:0FKlF7qK63AgZ5NvWKcZPX,1,0.0489,80604.0
spotify:track:48fzAdCxamFYCHNXXLk6zn,1,0.129,120187.0
spotify:track:68MTDH8Kk4jBEV1ah0n89s,1,0.414,227176.0
spotify:track:4oMyggIzClkOcCTvotFLkP,1,0.0351,165000.0
spotify:track:7y2zSnKSfz9CJtrihvkyJJ,0,0.0336,167879.0
spotify:track:0xJDTRuEuSlP95wHnrLnLx,0,0.0338,163149.0
spotify:track:53Pu1MH8VqR8mkPUkPJEbw,0,0.0668,222175.0
spotify:track:5QQokK9WJa28KhXLP9mpPb,0,0.0603,88809.0
spotify:track:7FjIYiD53wxlQmzTT6Wdpf,0,0.03,231440.0
spotify:track:4M6XHrTc4RtdgKN9gzEAM6,1,0.052,206373.0
spotify:track:5p9XWUdvbUzmPCukOmwoU3,1,0.0449,201707.0
spotify:track:0OFSdfkFF5wLszOz0csftu,1,0.0344,218249.0
spotify:track:33pMoOBpwJD9cF45ukuXaJ,0,0.0361,194133.0
spotify:track:1xhgkhzFBEg7n1SrUgmSmU,0,0.032,213573.0
spotify:track:1lpLrlyweOShEKXT1bpcDd,1,0.0874,179499.0
spotify:track:4q283tKkBnz6OKcqZNVlmI,1,0.0362,144000.0
spotify:track:55DyBUkjebkcYhDGfEXitR,0,0.0295,258714.0
spotify:track:6XGLwzmePvcYS2cbGOhxLJ,1,0.03,142308.0
spotify:track:6k5rjRTLRguAXKmvaKQoiX,1,0.0412,163453.0
spotify:track:0XgRWgcs0Pcr9PSIdFWD4N,0,0.0428,186000.0
spotify:track:7rC3P7tpWriaC4hYWKwGQd,1,0.0508,162560.0
spotify:track:2PNOtO2fD3HtUt9t0Heppf,0,0.0444,201527.0
spotify:track:57V4uc2b2diZ4RPHXWecb9,0,0.0309,198027.0
spotify:track:5VnaOLeK1lKfULuNwet8ck,3,0.047,252121.0
spotify:track:001GvRtc0EJt8fvzjymQbF,3,0.0466,149730.0
spotify:track:5TgEJ62DOzBpGxZ7WRsrqb,0,0.0608,229720.0
spotify:track:6vFsBXYczYsP0H3lgunZOm,2,0.0491,147351.0
spotify:track:3RIgHHpnFKj5Rni1shokDj,0,0.0346,248934.0
spotify:track:1HYnjKqSSHh1tdl2Hi57zH,0,0.0382,266467.0
spotify:track:38x5Xwz3mkH6iCghORp0gW,2,0.0309,204667.0
spotify:track:1YLJVmuzeM2YSUkCCaTNUB,2,0.0847,251840.0
spotify:track:34BKaSa9TZrMIM7S9rqE4F,2,0.0324,172573.0
spotify:track:2dphvmoLEXdk8hOYxmHlI3,1,0.0458,249667.0
spotify:track:3a598CNE4fnGJgfGouRKnj,1,0.0338,200357.0
spotify:track:7KrzSy2ilJtOYXJte8eBVn,1,0.0302,170293.0
spotify:track:3JJcewCpa7vfCcuZGLFuTX,2,0.0529,206200.0
